,timestamp,active_power,reactive_power,tri_1,tri_2,tri_3
0,2013-03-17 12:20:02,1210.536351,1212.07213,0.06470847896,0.1351677618,0.04907801299
1,2013-03-17 15:39:47,1282.286069,1290.833749,0.06966663906,0.1350421387,0.06013968252
2,2013-03-17 16:57:23,1223.619833,1268.841248,0.09111049302,0.1355825891,0.1306473261
3,2013-03-17 17:53:40,1225.865918,1238.74632,0.06816073153,0.1563067658,0.1057904439
4,2013-03-17 20:45:32,1239.03836,1248.724996,0.07008077253,0.1290064618,0.07452727089
5,2013-03-18 06:57:30,1254.934031,1272.792136,0.09631473784,0.1537808229,0.1164606137
6,2013-03-18 08:26:46,1262.925135,1275.574965,0.07429043423,0.1334968617,0.07665641054
7,2013-03-18 11:17:28,1265.847297,1463.506273,0.07860833353,0.1347693674,0.09375010328
8,2013-03-19 07:44:02,1275.207493,1292.947793,0.1014365005,0.1771268058,0.1017493133
9,2013-04-07 09:17:43,1234.733557,1244.549997,0.0946883261,0.1554382774,0.09378455767
