,timestamp,active_power,reactive_power,tri_1,tri_2,tri_3
0,2013-04-05 06:06:26,1326.520655,152.378582,0.03768456402,0.3664017221,0.2366226889
1,2013-04-11 10:35:11,1363.14197,268.177022,0.01909722683,0.4382998322,0.2532049944
2,2013-10-26 12:48:02,559.153355,1362.173901,0.08370716,0.3857387929,0.188542351
3,2013-12-31 09:05:52,1614.172279,276.78781,0.0500199275,0.3521680671,0.2094918131
4,2013-04-11 10:35:11,1363.14197,268.177022,0.01909722683,0.4382998322,0.2532049944
5,2013-11-01 07:00:46,1586.750488,141.939426,0.04792985278,0.4061490194,0.2451716315
6,2013-12-07 09:35:42,1328.279253,192.676015,0.02189608862,0.4878092333,0.1469067122
7,2013-12-08 09:23:34,1648.849243,175.287373,0.0156755189,0.5107151114,0.202707774
8,2013-12-15 09:20:59,1344.317633,141.488176,0.03669072983,0.4029529786,0.240745998
9,2013-12-31 09:05:52,1614.172279,276.78781,0.0500199275,0.3521680671,0.2094918131
